area_type,availability,location,size,society,total_sqft,bath,balcony,price,bath_balcony_ratio,property_type
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1330,2,1,56,2,Flat++
Super built-up  Area,19-Dec,Binny Pete,3 BHK,She 2rk,2465,5,2,234,2.5,Flat++
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Unm 2El,1300,2,3,55,0.67,Flat++
Plot  Area,Ready To Move,Brigade Road,2 Bedroom,Unm 2El,1420,1,0,220,inf,Plot
Plot  Area,Ready To Move,Bannerghatta,4 Bedroom,Unm 2El,810,4,1,50,4,Plot
Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1065,2,1,35,2,Flat++
Built-up  Area,Ready To Move,Hessarghatta,2 BHK,Arcia S,700,2,0,27,inf,Flat+
Carpet  Area,18-Mar,Hebbal,2 BHK,Arcia S,547.34 - 827.31,2,0,42.72,inf,Flat
Super built-up  Area,Ready To Move,Belathur,2 BHK,Viiniai,1050,2,1,45,2,Flat++
Super built-up  Area,18-Apr,Maruthi HBCS Layout,3 BHK,Palleon,1250,3,3,39.5,1,Flat++
Built-up  Area,Ready To Move,Electronic City,2 BHK,Palleon,865,2,0,42,inf,Flat+
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,NRnoral,1200,2,2,44,1,Flat++
Built-up  Area,Ready To Move,Srirampura,3 BHK,NRnoral,1756,3,3,100,1,Flat+
Plot  Area,Ready To Move,Malleshwaram,9 Bedroom,Ardanru,750,8,1,150,8,Plot
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Ardanru,628,1,1,24,1,Flat++
Plot  Area,Ready To Move,9th Phase JP Nagar,7 Bedroom,KlarkBe,1200,6,2,195,3,Plot
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,KlarkBe,1207,2,2,63,1,Flat++
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,KlarkBe,1765,3,1,125,3,Flat++
Built-up  Area,18-Dec,Electronic City,2 BHK,Ozana U,1130,2,1,32.64,2,Flat+
Super built-up  Area,18-Jun,Devanahalli Road,3 BHK,Ozana U,1532,3,3,92,1,Flat++
Built-up  Area,Ready To Move,Ejipura,3 BHK,DSncele,1650,3,0,110,inf,Flat+
Built-up  Area,18-May,Horamavu Banaswadi,4 Bedroom,Rosha I,1200,4,2,105,2,Flat+
Carpet  Area,18-Dec,Bhoganhalli,2 BHK,Rosha I,804.1,2,1,69.09,2,Flat
Super built-up  Area,18-Apr,Doddathoguru,2 BHK,Paarklu,1200,2,2,75,1,Flat++
Super built-up  Area,Ready To Move,Kengeri,2 BHK,Paarklu,1197,2,2,50,1,Flat++
Built-up  Area,Ready To Move,Green Woods Layout,2 BHK,Paarklu,1200,2,2,66,1,Flat+
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Shony S,1385,2,2,48.48,1,Flat++
Super built-up  Area,Ready To Move,Craig Park Layout,2 BHK,Cearkry,1010,2,3,148,0.67,Flat++
Super built-up  Area,Ready To Move,Whitefield,3 BHK,UKe 2nz,2225,3,3,115,1,Flat++
Super built-up  Area,Ready To Move,Immadihalli,2 BHK,Niimet ,1180,2,2,48,1,Flat++
Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,Jae 2hu,1525,2,3,122,0.67,Flat++
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,Jae 2hu,1100,2,2,31.5,1,Flat++
Super built-up  Area,Ready To Move,Hiremath Layout,3 BHK,Jae 2hu,1435,3,3,70,1,Flat++
Built-up  Area,Ready To Move,Attibele,1 BHK,Jae 2hu,400,1,1,14,1,Flat+
Super built-up  Area,Ready To Move,Dommasandra,2 BHK,Asene S,1200,2,2,50,1,Flat++
Super built-up  Area,21-Mar,Whitefield,2 BHK,PritaDo,1272,2,1,95.05,2,Flat++
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1205,2,1,39,2,Flat++
Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,ARomee ,980,2,1,40,2,Flat+
Super built-up  Area,18-May,Malleshpalya,2 BHK,DNeremo,1225,2,2,46.86,1,Flat++
Built-up  Area,Ready To Move,Whitefield,3 BHK,DNeremo,1541,3,1,72,3,Flat+
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610,2,2,111,1,Flat++
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1694,2,2,125,1,Flat++
Plot  Area,Ready To Move,Jnanabharathi Layout,3 Bedroom,Baowsig,600,3,2,75,1.5,Plot
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2,1,39,2,Flat++
Super built-up  Area,Ready To Move,Muneshwara Nagar,3 BHK,Laderav,1560,2,3,66,0.67,Flat++
Super built-up  Area,Ready To Move,Chandapura,2 BHK,CoapeSo,1201,2,2,27,1,Flat++
Plot  Area,Ready To Move,Chandapura,2 Bedroom,CoapeSo,1500,2,1,60,2,Plot
Super built-up  Area,Ready To Move,Malleshpalya,3 BHK,CoapeSo,1785,3,2,75,1.5,Flat++
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,CoapeSo,1258,2,1,63.53,2,Flat+
Super built-up  Area,Ready To Move,Electronic City,2 BHK,CoapeSo,910,2,2,42,1,Flat++
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Vangsld,1297,2,2,112,1,Flat++
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Vangsld,1291,2,3,49,0.67,Flat++
Built-up  Area,Ready To Move,Chikkasandra,2 BHK,Soamsay,1070,2,2,42,1,Flat+
Super built-up  Area,Ready To Move,Varthur,2 BHK,Soamsay,1012,2,1,66.5,2,Flat++
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Maantr ,1260,2,3,57.6,0.67,Flat++
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Maantr ,1282,2,2,72,1,Flat++
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843,3,2,92.15,1.5,Flat++
Plot  Area,Ready To Move,Bharath Housing Society Layout,4 Bedroom,Theanmp,2400,3,2,200,1.5,Plot
Built-up  Area,Ready To Move,Chikka Tirupathi,5 Bedroom,Theanmp,3356,5,2,105,2.5,Flat+
Super built-up  Area,19-Mar,Hebbal,4 BHK,Raard B,2790,5,3,198,1.67,Flat++
Super built-up  Area,Ready To Move,EPIP Zone,2 BHK,BrontLa,1330,2,1,86.98,2,Flat++
Super built-up  Area,Ready To Move,Konanakunte,3 BHK,A rtsai,1400,2,1,73,2,Flat++
Built-up  Area,18-Dec,Whitefield,2 BHK,Prtanha,1192,2,1,71,2,Flat+
Built-up  Area,Ready To Move,3rd Block Jayanagar,2 BHK,Prtanha,1000,2,1,130,2,Flat+
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1297,2,2,103,1,Flat++
Super built-up  Area,19-Jul,Sarjapur  Road,1 BHK,Sasta S,580 - 650,1,0,17.835,inf,Flat++
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saahaat,1490,3,2,100,1.5,Flat++
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,MJeusyl,1373,3,2,72,1.5,Flat++
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Klort C,1035,2,1,41.39,2,Flat++
Plot  Area,Ready To Move,Kadugodi,4 Bedroom,Klort C,3750,4,0,210,inf,Plot
Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,Klort C,1010,2,1,40.39,2,Flat++
Built-up  Area,Ready To Move,Sarjapur,2 BHK,Klort C,1195,2,1,42,2,Flat+
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,Klort C,1750,3,2,95,1.5,Flat++
Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,A idse ,1052,2,2,50,1,Flat++
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,GrrvaGr,1180,2,2,58,1,Flat++
Built-up  Area,Ready To Move,Padmanabhanagar,5 Bedroom,GrrvaGr,3680,4,2,440,2,Flat+
Built-up  Area,Ready To Move,Hormavu,3 BHK,GrrvaGr,2100,3,2,73,1.5,Flat+
Built-up  Area,18-Mar,Hoodi,4 Bedroom,GrrvaGr,2863,4,1,140,4,Flat+
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2,2,38.24,1,Flat++
Built-up  Area,Ready To Move,Ulsoor,3 BHK,DSvvyx ,2700,3,1,450,3,Flat+
Super built-up  Area,18-Jul,JP Nagar,2 BHK,DSvvyx ,1120,2,2,33.6,1,Flat++
Built-up  Area,Ready To Move,HSR Layout,3 BHK,SPavenc,2424,3,2,90,1.5,Flat+
Built-up  Area,Ready To Move,Manjunatha Layout,2 BHK,SPavenc,1300,2,1,60,2,Flat+
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,SPavenc,1090,2,2,32.69,1,Flat++
Built-up  Area,Ready To Move,Yelahanka,3 Bedroom,SLnssPr,2710,3,1,251,3,Flat+
Plot  Area,Ready To Move,Konanakunte Cross,2 Bedroom,SLnssPr,3040,1,1,180,1,Plot
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330,2,2,46.55,1,Flat++
Super built-up  Area,18-Jul,Hosur Road,3 BHK,PuendWe,1427,2,1,80.63,2,Flat++
Super built-up  Area,18-Aug,Banjara Layout,3 BHK,Vantspa,1294,2,2,48,1,Flat++
Built-up  Area,Ready To Move,Begur,3 BHK,Vantspa,1580,3,2,75,1.5,Flat+
Plot  Area,Ready To Move,Uttarahalli,5 Bedroom,FiriaVi,400,5,1,200,5,Plot
Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,FiriaVi,1808,4,2,80.27,2,Plot
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,PhestOn,3516,4,3,540,1.33,Flat++
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2,2,47,1,Flat++
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,900,2,1,46,2,Flat++
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,3 BHK,PrarePa,1310,2,3,50,0.67,Flat++
Super built-up  Area,21-Oct,Kanakpura Road,2 BHK,PrarePa,900,2,1,46,2,Flat++
Built-up  Area,Ready To Move,Singasandra,4 Bedroom,Cemesti,3850,6,3,195,2,Flat+
Plot  Area,Ready To Move,Kogilu,7 Bedroom,Cemesti,925,7,3,88,2.33,Plot
Super built-up  Area,16-Dec,Yelachenahalli,2 BHK,Cemesti,2400,1,1,150,1,Flat++
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Cemesti,1290,2,3,100,0.67,Flat++
Built-up  Area,Ready To Move,Yelahanka,6 Bedroom,Cemesti,3770,6,3,110,2,Flat+
Super built-up  Area,Ready To Move,Lakshmi Layout,3 BHK,Cemesti,1390,3,1,120,3,Flat++
Plot  Area,Ready To Move,Tavarekere,4 Bedroom,Prityel,1200,4,2,72,2,Plot
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2,1,33,2,Flat+
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Niareum,1537,3,3,120,1,Flat++
Super built-up  Area,Ready To Move,Immadihalli,2 BHK,Caycend,1135,2,2,68,1,Flat++
Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1512,3,2,75.77,1.5,Flat++
Super built-up  Area,Ready To Move,Srinivasa Nagar,2 BHK,DLhtsen,900,2,1,55,2,Flat++
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1230,3,3,54,1,Flat++
Super built-up  Area,18-Apr,Thirumenahalli,3 BHK,MNtha A,1378,2,3,42.33,0.67,Flat++
Super built-up  Area,17-Oct,Whitefield,2 BHK,Asarqz ,1277,2,1,61.3,2,Flat++
Super built-up  Area,19-Jun,Hebbal,3 BHK,Raard B,1985,4,2,189,2,Flat++
Plot  Area,Ready To Move,Kengeri,5 Bedroom,SVmesVi,8000,5,2,500,2.5,Plot
Super built-up  Area,Ready To Move,KPC Layout,2 BHK,SVmesVi,1210,2,2,62,1,Flat++
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,AWharde,890,2,0,40,inf,Flat++
Plot  Area,Ready To Move,JP Nagar,9 Bedroom,AWharde,2550,9,0,360,inf,Plot
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,AWharde,1200,5,2,110,2.5,Plot
Built-up  Area,Ready To Move,Ardendale,4 BHK,AWharde,3198,4,3,200,1.33,Flat+
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3 BHK,Prersis,1464,3,2,56,1.5,Flat++
Super built-up  Area,Ready To Move,Hebbal,4 BHK,Prersis,2483,5,2,215,2.5,Flat++
Plot  Area,Ready To Move,Begur,4 Bedroom,Vaunei ,1550,4,2,130,2,Plot
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Vaunei ,4111,4,1,310,4,Flat++
Super built-up  Area,Ready To Move,Electronic City,2 BHK,SNncypa,975,2,2,37.5,1,Flat++
Super built-up  Area,Ready To Move,Nandi Durga Road,3 BHK,PuoodSk,2500,3,1,250,3,Flat++
Super built-up  Area,Ready To Move,Rajiv Nagar,3 BHK,PuoodSk,1690,3,1,125,3,Flat++
Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1063,2,1,31.89,2,Flat++
Plot  Area,Ready To Move,Cooke Town,3 Bedroom,InockHo,2572,3,3,390,1,Plot
Carpet  Area,Ready To Move,Kumara Park,3 BHK,InockHo,2200,4,0,350,inf,Flat
Built-up  Area,Ready To Move,Daadys Gaarden Layout,3 BHK,InockHo,1600,3,0,80,inf,Flat+
Super built-up  Area,18-May,Maruthi Nagar,3 BHK,Prtusth,1250,3,1,39.5,3,Flat++
Super built-up  Area,Ready To Move,Bommanahalli,1 BHK,Prtusth,520,1,0,19.5,inf,Flat++
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,4000,5,2,212,2.5,Flat++
Built-up  Area,Ready To Move,Munnekollal,3 BHK,Keids O,1390,3,2,68,1.5,Flat+
Super built-up  Area,18-May,Whitefield,2 BHK,SSdhimr,1185,2,2,40,1,Flat++
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,KVersuj,1219,2,2,48,1,Flat++
Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,Sanzaat,1564,2,1,92,2,Flat++
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,DSndsod,3425 - 3435,6,0,228.5,inf,Flat++
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,Sancei ,1100,2,2,37.1,1,Flat++
Built-up  Area,Ready To Move,Kothannur,3 BHK,Esale O,1300,2,0,60,inf,Flat+
Plot  Area,Ready To Move,Chikkabanavar,3 Bedroom,Puachal,1600,2,0,80,inf,Plot
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,Puachal,1600,3,2,75,1.5,Flat+
Super built-up  Area,19-Mar,Hennur Road,3 BHK,Puachal,1482,2,1,92,2,Flat++
Plot  Area,18-May,Marsur,3 Bedroom,MGave E,1000,4,3,66,1.33,Plot
Super built-up  Area,Ready To Move,Shampura,2 BHK,PrensKe,1200,2,3,53,0.67,Flat++
Plot  Area,Ready To Move,Gubbalala,3 Bedroom,PrensKe,600,3,2,75,1.5,Plot
Super built-up  Area,Ready To Move,Kengeri,2 BHK,PrensKe,1200,2,0,58,inf,Flat++
Plot  Area,Ready To Move,Kereguddadahalli,6 Bedroom,PrensKe,600,4,0,60,inf,Plot
Built-up  Area,Ready To Move,Nagarbhavi,3 Bedroom,PrensKe,2400,3,0,160,inf,Flat+
Super built-up  Area,19-Dec,Marathahalli,3 BHK,PrensKe,1469,3,1,89,3,Flat++
Super built-up  Area,22-Mar,Kanakapura,1 BHK,Soresea,551,1,1,30,1,Flat++
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,Soresea,1160,2,1,52,2,Flat++
Super built-up  Area,Ready To Move,Balagere,2 BHK,Soresea,1205,2,1,78.5,2,Flat++
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,MauilTr,1550,2,3,52,0.67,Flat+
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745,3,2,125,1.5,Flat++
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Kamesar,1028,2,1,42,2,Flat++
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,CaaveEn,1700,3,1,180,3,Flat++
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,NadriNe,1200,2,1,34,2,Flat++
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,Soianal,2700,4,1,270,4,Flat++
Built-up  Area,Ready To Move,Kallumantapa,2 BHK,BSarknd,1100,2,2,50,1,Flat+
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,Dural C,1200,3,1,72,3,Plot
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,Dural C,1269.72,2,2,68,1,Flat++
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,SJmesst,1266,2,2,59,1,Flat++
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,Srkha S,1060,2,1,62,2,Flat++
Plot  Area,Ready To Move,Malimakanapura,3 Bedroom,Copust ,1168,3,0,70,inf,Plot
Super built-up  Area,Ready To Move,Medahalli,2 BHK,Sancya ,1552,2,1,51,2,Flat++
Super built-up  Area,18-May,Talaghattapura,3 BHK,Sodgere,1804 - 2273,3,0,120,inf,Flat++
Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,500,1,1,17,1,Flat++
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Shntsan,1080,2,2,43.2,1,Flat++
Plot  Area,Ready To Move,Kattigenahalli,4 Bedroom,Shntsan,2100,4,2,155,2,Plot
Super built-up  Area,Ready To Move,Rustam Bagh Layout,2 BHK,Shntsan,1300,2,2,65,1,Flat++
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,SNavenc,920,2,2,33,1,Flat+
Plot  Area,Ready To Move,New Thippasandra,4 Bedroom,SrEndPo,817,2,1,120,2,Plot
Built-up  Area,Ready To Move,Harlur,2 BHK,SrEndPo,1310,2,1,50,2,Flat+
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,DSidePr,1650,2,1,75,2,Flat++
Super built-up  Area,Ready To Move,Garden Layout,3 BHK,DSidePr,1515,3,3,93.93,1,Flat++
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,2 BHK,Prllsan,1157,2,1,53.8,2,Flat++
Super built-up  Area,Ready To Move,Viswapriyanagar.begur Road.bommanahalli.,4 BHK,Siisega,2400,5,1,85,5,Flat++
Super built-up  Area,Ready To Move,Konanakunte,4 BHK,Siisega,3000,4,3,160,1.33,Flat++
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,Sovar S,2200,2,1,162,2,Flat++
Built-up  Area,19-Dec,"Hoodi Circle, ",2 BHK,Sovar S,1243,2,1,58,2,Flat+
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1530,2,2,74.39,1,Flat++
Super built-up  Area,Ready To Move,Judicial Layout,3 BHK,HRnyaAn,2070,3,3,162,1,Flat++
Built-up  Area,Ready To Move,Yelahanka,3 BHK,PrrloMo,1815,3,2,82,1.5,Flat+
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3900,4,3,300,1.33,Flat++
Super built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1000,2,1,28.88,2,Flat++
Super built-up  Area,18-May,Ananth Nagar,2 BHK,Puachal,982,2,2,24.55,1,Flat++
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Puachal,1232,2,2,89,1,Flat++
Super built-up  Area,19-Dec,Binny Pete,3 BHK,Shestlo,1282,3,2,178,1.5,Flat++
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Prensya,654,1,1,38.4,1,Flat++
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Prityel,1181,2,0,55,inf,Flat+
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2,1,45,2,Flat++
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,DSineun,1200,4,2,245,2,Plot
Super built-up  Area,Ready To Move,T K Reddy Layout,3 BHK,DSineun,1616,3,1,75,3,Flat++
Built-up  Area,Ready To Move,Herohalli,5 Bedroom,Somns T,1800,6,0,44.5,inf,Flat+
Plot  Area,Ready To Move,Kumbena Agrahara,6 Bedroom,Somns T,1200,4,1,135,4,Plot
Super built-up  Area,20-Dec,Whitefield,3 BHK,Somns T,1306,3,2,54.65,1.5,Flat++
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Nillsre,1626,3,3,89,1,Flat++
Built-up  Area,Ready To Move,"Pai layout , Mahadevapura",6 BHK,Sudama ,2700,4,2,214,2,Flat+
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Sudama ,1585,3,2,88,1.5,Flat++
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Goelsn ,1370,2,1,56.17,2,Flat++
Plot  Area,Ready To Move,Whitefield,5 Bedroom,Goelsn ,3250,5,3,900,1.67,Plot
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Goelsn ,1495,2,2,90,1,Flat++
Super built-up  Area,Ready To Move,frazertown,3 BHK,Brica E,2000,3,2,210,1.5,Flat++
Plot  Area,Ready To Move,Akshayanagara East,5 Bedroom,Brica E,2400,4,1,300,4,Plot
Plot  Area,Ready To Move,Bannerghatta,3 Bedroom,Brica E,1375,3,0,57,inf,Plot
Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,Brica E,3630 - 3800,6,0,224.5,inf,Flat++
Built-up  Area,Ready To Move,Kereguddadahalli,3 BHK,SudenEd,1400,2,2,48,1,Flat+
Super built-up  Area,Ready To Move,Kadugodi,5 BHK,SudenEd,1100,5,0,135,inf,Flat++
Super built-up  Area,21-Dec,Whitefield,1 BHK,SudenEd,660 - 670,4,2,28.585,2,Flat++
Plot  Area,Ready To Move,Hebbal Kempapura,4 Bedroom,Brtiael,1200,4,2,215,2,Plot
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Brtiael,1150,2,2,46,1,Flat++
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Brtiael,1080,2,1,54,2,Flat++
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1645,3,2,100,1.5,Flat++
Super built-up  Area,Ready To Move,Doddanekundi,3 BHK,AkletBa,1760,3,3,176,1,Flat++
Built-up  Area,Ready To Move,Venkatadri Layout,1 BHK,Raiyai ,595,1,1,42,1,Flat+
Plot  Area,Ready To Move,Bommenahalli,3 Bedroom,Prana S,1200,3,1,125,3,Plot
Super built-up  Area,18-Dec,JP Nagar,4 BHK,Pehtsa ,4000 - 5249,4,0,314.5,inf,Flat++
Built-up  Area,Ready To Move,Mahaganapathy Nagar,2 BHK,Vaodak ,1410,2,3,67,0.67,Flat+
Built-up  Area,18-Dec,Huskur,2 BHK,Maaveal,1090,2,1,31.48,2,Flat+
Plot  Area,Ready To Move,Ramagondanahalli,1 Bedroom,Maaveal,540,1,0,30,inf,Plot
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Maaveal,1300,2,2,60,1,Flat++
Built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,ImiteEl,1890,2,2,85,1,Flat+
Super built-up  Area,Ready To Move,Belathur,2 BHK,SLwernf,1254,2,1,53,2,Flat++
Built-up  Area,Ready To Move,Kattigenahalli,7 Bedroom,TealdEm,2800,7,2,125,3.5,Flat+
Built-up  Area,Ready To Move,Ulsoor,2 BHK,TealdEm,1275,2,2,120,1,Flat+
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,TealdEm,1245,2,2,68.48,1,Flat++
Built-up  Area,Ready To Move,Rustam Bagh Layout,2 BHK,TealdEm,1170,2,2,86,1,Flat+
Super built-up  Area,18-Apr,Panathur,2 BHK,Prcesvy,1193,2,1,86,2,Flat++
Super built-up  Area,18-Dec,Chandapura,2 BHK,PadgeOa,850,2,1,25.4,2,Flat++
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PadgeOa,1678,3,3,70,1,Flat++
Built-up  Area,Ready To Move,Gunjur,3 BHK,NDrelau,1600,3,3,75,1,Flat+
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,GaicaVe,1750,3,2,84,1.5,Flat++
Super built-up  Area,18-Nov,Whitefield,2 BHK,CoiewSy,1125,2,2,62,1,Flat++
Plot  Area,Ready To Move,Andrahalli,4 Bedroom,CoiewSy,2200,4,3,235,1.33,Plot
Plot  Area,Ready To Move,Singena Agrahara,3 Bedroom,CoiewSy,1500Sq. Meter,3,1,95,3,Plot
Built-up  Area,Ready To Move,HBR Layout,3 BHK,Peentn ,2800,2,0,200,inf,Flat+
Plot  Area,Ready To Move,R.T. Nagar,2 Bedroom,Riave E,1200,2,1,120,2,Plot
Built-up  Area,Ready To Move,Vittal Nagar,2 BHK,Riave E,1000,2,1,50,2,Flat+
Built-up  Area,Ready To Move,Sadashiva Nagar,4 BHK,Sryalan,2780,5,2,480,2.5,Flat+
Built-up  Area,18-Dec,Electronic City Phase II,3 BHK,Sryalan,1320,2,1,38.13,2,Flat+
Super built-up  Area,Ready To Move,2Electronic City Phase II,27 BHK,AWharde,8000,27,0,230,inf,Flat++
Super built-up  Area,Ready To Move,Ardendale,4 BHK,AWharde,2422,4,2,160,2,Flat++
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,TNaldme,1100,2,1,50,2,Flat+
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Gaent R,882,2,1,30,2,Flat+
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2,1,37,2,Flat++
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2,1,39,2,Flat++
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,620 - 933,3,3,48.145,1,Flat++
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Gotaten,1595,3,3,88,1,Flat++
Built-up  Area,Ready To Move,Whitefield,2 BHK,Gotis A,1280,2,0,85,inf,Flat+
Built-up  Area,Ready To Move,3rd Block Banashankari,4 Bedroom,NaaveEn,1700,2,1,550,2,Flat+
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2 BHK,NaaveEn,920,2,0,35,inf,Flat++
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRlpank,1300,2,3,57,0.67,Flat++
Super built-up  Area,Ready To Move,Shanthala Nagar,2 BHK,Malex C,1450,1,0,230,inf,Flat++
Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1757,3,2,132,1.5,Flat++
Super built-up  Area,Ready To Move,Anekal,1 BHK,BrontLa,600,1,1,16.5,1,Flat++
Built-up  Area,Ready To Move,Jnanabharathi Layout,4 Bedroom,BrontLa,2400,3,2,142,1.5,Flat+
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,BrontLa,1240,2,1,44,2,Flat++
Plot  Area,Ready To Move,Kadarenahalli,10 Bedroom,BrontLa,750,10,1,90,10,Plot
Super built-up  Area,18-Feb,EPIP Zone,2 BHK,BrontLa,1330,2,1,93.36,2,Flat++
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,MBodsen,1062,2,1,42.47,2,Flat++
Built-up  Area,Ready To Move,JP Nagar,2 BHK,DSillto,1078,2,2,45,1,Flat+
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1460,2,2,72,1,Flat++
Plot  Area,18-Dec,Whitefield,3 Bedroom,Sosisic,1200,3,2,68.5,1.5,Plot
